Name,Age,Season,Transfer_fee,pac,dri,sho,def,pas,phy
David Rozehnal,25,2005-2006,3000000,,,,,,
Sergey Semak,29,2005-2006,3000000,,,,,,
Hossam Ghaly,24,2005-2006,3000000,,,,,,
Moumouni Dagano,24,2005-2006,3000000,,,,,,
Luis García,24,2005-2006,3000000,,,,,,
Marcus Bent,27,2005-2006,3000000,,,,,,
Wayne Routledge,20,2005-2006,3000000,,,,,,
Emir Spahic,25,2005-2006,3000000,,,,,,
David Connolly,28,2005-2006,3000000,,,,,,
Leonardo Pisculichi,21,2005-2006,3000000,,,,,,
Claudio Maldonado,26,2005-2006,3000000,,,,,,
Carlos Vela,16,2005-2006,3000000,,,,,,
Alessandro Gamberini,23,2005-2006,3000000,,,,,,
Abdul Kader Keita,23,2005-2006,3000000,,,,,,
Amr Zaki,22,2005-2006,3000000,,,,,,
Sebastián Taborda,24,2005-2006,3000000,,,,,,
Aleksandr Anyukov,22,2005-2006,3000000,,,,,,
Leandro Fernández,22,2005-2006,3000000,,,,,,
Aritz Aduriz,24,2005-2006,3000000,,,,,,
Johan Micoud,32,2006-2007,3000000,,,,,,
Steed Malbranque,26,2006-2007,3000000,,,,,,
Marco Cassetti,29,2006-2007,3000000,,,,,,
Andreas Isaksson,24,2006-2007,3000000,,,,,,
Jaap Stam,33,2006-2007,3000000,,,,,,
Juan Pablo Sorín,30,2006-2007,3000000,,,,,,
Jan Kromkamp,25,2006-2007,3000000,,,,,,
Boško Jankovic,22,2006-2007,3000000,,,,,,
Robert Green,26,2006-2007,3000000,,,,,,
Luis Jiménez,22,2006-2007,3000000,,,,,,
Markus Rosenberg,24,2006-2007,3000000,,,,,,
Bernardo Corradi,30,2006-2007,3000000,,,,,,
Lucas Biglia,20,2006-2007,3000000,,,,,,
Luciano Figueroa,25,2006-2007,3000000,,,,,,
Thomas Gravesen,30,2006-2007,3000000,,,,,,
Erjon Bogdani,29,2006-2007,3000000,,,,,,
Carlton Cole,22,2006-2007,3000000,,,,,,
Ivan Pelizzoli,26,2006-2007,3000000,,,,,,
Amara Diané,23,2006-2007,3000000,,,,,,
Cribari,26,2006-2007,3000000,,,,,,
Leandro Gracián,23,2006-2007,3000000,,,,,,
Yohan Hautcoeur,24,2006-2007,3000000,,,,,,
José Manuel Jurado,20,2006-2007,3000000,,,,,,
Amdy Fayé,29,2006-2007,3000000,,,,,,
André Ooijer,32,2006-2007,3000000,,,,,,
Abdoulaye Fayé,28,2006-2007,3000000,,,,,,
Arthur Boka,23,2006-2007,3000000,,,,,,
Nenad Kovacevic,25,2006-2007,3000000,,,,,,
Pascal Cygan,32,2006-2007,3000000,,,,,,
Clint Dempsey,23,2006-2007,3000000,,,,,,
Pablo Barrientos,21,2006-2007,3000000,,,,,,
Michel Bastos,22,2006-2007,3000000,,,,,,
Aílton,22,2006-2007,3000000,,,,,,
Christian Maggio,24,2006-2007,3000000,,,,,,
Zdravko Kuzmanovic,19,2006-2007,3000000,,,,,,
Gonzalo Vargas,24,2006-2007,3000000,,,,,,
Kevin Thomson,22,2006-2007,3000000,,,,,,
George Ogararu,26,2006-2007,3000000,,,,,,
Anthony Stokes,18,2006-2007,3000000,,,,,,
Alexis Sánchez,17,2006-2007,3000000,,,,,,
Bolívar,25,2006-2007,3000000,,,,,,
Kauê,22,2006-2007,3000000,,,,,,
Juan Pablo Pino,19,2006-2007,3000000,,,,,,
Ryan Donk,20,2006-2007,3000000,,,,,,
Luiz Adriano,19,2006-2007,3000000,,,,,,
Giuseppe Sculli,29,2010-2011,3000000,,,,,,
Ronaldinho,30,2010-2011,3000000,,,,,,
Ibrahim Afellay,24,2010-2011,3000000,,,,,,
Peter Odemwingie,29,2010-2011,3000000,,,,,,
Johan Elmander,19,2000-2001,2900000,,,,,,
Milan Fukal,25,2000-2001,2900000,,,,,,
Zizi Roberts,22,2001-2002,2900000,,,,,,
Richard Dutruel,29,2002-2003,2900000,,,,,,
Tinga,28,2006-2007,2900000,,,,,,
Lee Carsley,28,2002-2003,2850000,,,,,,
Simon Jentzsch,27,2003-2004,2850000,,,,,,
Andrejs Rubins,21,2000-2001,2800000,,,,,,
Marcel Ketelaer,22,2000-2001,2800000,,,,,,
Ali Lukunku,26,2002-2003,2800000,,,,,,
Sebastián Battaglia,23,2003-2004,2800000,,,,,,
David James,33,2003-2004,2800000,,,,,,
Mauricio Pinilla,19,2003-2004,2800000,,,,,,
Mikel Arteta,23,2005-2006,2800000,,,,,,
Mohamed Zidan,25,2006-2007,2800000,,,,,,
Djimi Traoré,26,2006-2007,2800000,,,,,,
Karim Haggui,22,2006-2007,2780000,,,,,,
John Collins,32,2000-2001,2750000,,,,,,
Didier Martel,28,2000-2001,2750000,,,,,,
Miroslav Karhan,25,2001-2002,2750000,,,,,,
David Healy,25,2004-2005,2750000,,,,,,
Marcelinho Paraíba,31,2006-2007,2750000,,,,,,
Emanuel Pogatetz,22,2005-2006,2710000,,,,,,
Bernard Mendy,18,2000-2001,2700000,,,,,,
Danijel Ljuboja,21,2000-2001,2700000,,,,,,
Tomás Galásek,27,2000-2001,2700000,,,,,,
Yoshikatsu Kawaguchi,26,2000-2001,2700000,,,,,,
Gabriel Schürrer,28,2000-2001,2700000,,,,,,
Samuele Dalla Bona,21,2002-2003,2700000,,,,,,
Ulises de la Cruz,28,2002-2003,2700000,,,,,,
Morten Skoubo,22,2002-2003,2700000,,,,,,
David Villa,21,2002-2003,2700000,,,,,,
Wálter Gaitán,26,2003-2004,2700000,,,,,,
Andrea Gasbarroni,21,2003-2004,2700000,,,,,,
Jon Stead,22,2005-2006,2700000,,,,,,
Julio dos Santos,22,2005-2006,2700000,,,,,,
Yaya Touré,22,2005-2006,2700000,,,,,,
Dennis Oliech,20,2005-2006,2700000,,,,,,
Aleksandar Lukovic,23,2006-2007,2700000,,,,,,
Gabriel Paletta,20,2006-2007,2700000,,,,,,
Luton Shelton,21,2006-2007,2700000,,,,,,
Yuki Abe,25,2006-2007,2700000,,,,,,
Francisco Rojas,26,2001-2002,2660000,,,,,,
Colin Cameron,28,2001-2002,2650000,,,,,,
Brett Ormerod,25,2001-2002,2650000,,,,,,
Matías Vuoso,25,2006-2007,2650000,,,,,,
Henning Berg,30,2000-2001,2630000,,,,,,
Gary Naysmith,21,2000-2001,2630000,,,,,,
Sotiris Kyrgiakos,25,2004-2005,2630000,,,,,,
Ade Akinbiyi,31,2005-2006,2630000,,,,,,
Gabriel Loeschbor,25,2002-2003,2610000,,,,,,
Petri Pasanen,19,2000-2001,2600000,,,,,,
Christian Dailly,27,2000-2001,2600000,,,,,,
Kléberson,26,2005-2006,2600000,,,,,,
Marko Pantelic,27,2006-2007,2600000,,,,,,
Razvan Cocis,23,2006-2007,2600000,,,,,,
Jesper Christiansen,22,2000-2001,2550000,,,,,,
Eric Djemba-Djemba,23,2004-2005,2540000,,,,,,
Nikola Lazetic,22,2000-2001,2500000,,,,,,
Tim Cornelisse,22,2000-2001,2500000,,,,,,
Abdelilah Saber,26,2000-2001,2500000,,,,,,
Callum Davidson,24,2000-2001,2500000,,,,,,
Fazli Ulusal,26,2000-2001,2500000,,,,,,
Ole Martin Arst,25,2000-2001,2500000,,,,,,
Feliciano Magro,21,2000-2001,2500000,,,,,,
Jean-François Gillet,21,2000-2001,2500000,,,,,,
Dimitar Berbatov,19,2000-2001,2500000,,,,,,
Tiago,20,2001-2002,2500000,,,,,,
Ümit Karan,24,2001-2002,2500000,,,,,,
Ali Karimi,22,2001-2002,2500000,,,,,,
Daniel Andersson,23,2001-2002,2500000,,,,,,
Fatih Akyel,23,2001-2002,2500000,,,,,,
Pierre van Hooijdonk,31,2001-2002,2500000,,,,,,
Vladimir Janocko,24,2001-2002,2500000,,,,,,
Luigi Sala,27,2001-2002,2500000,,,,,,
Pascal Nouma,29,2001-2002,2500000,,,,,,
Jurgen Cavens,22,2001-2002,2500000,,,,,,
Peter Thorne,28,2001-2002,2500000,,,,,,
Daniel Rossi,20,2001-2002,2500000,,,,,,
Manuel Friedrich,22,2002-2003,2500000,,,,,,
Sasa Bjelanovic,23,2002-2003,2500000,,,,,,
Vladimir Manchev,24,2002-2003,2500000,,,,,,
Hervé Nzelo-Lembi,26,2002-2003,2500000,,,,,,
Federico Giunti,30,2002-2003,2500000,,,,,,
Carsten Jancker,27,2002-2003,2500000,,,,,,
Mario Frick,27,2002-2003,2500000,,,,,,
Sean Gregan,28,2002-2003,2500000,,,,,,
Anthony Le Tallec,17,2002-2003,2500000,,,,,,
Kily González,28,2003-2004,2500000,,,,,,
Gustavo Munúa,25,2003-2004,2500000,,,,,,
Zied Jaziri,24,2003-2004,2500000,,,,,,
Osmar Ferreyra,20,2003-2004,2500000,,,,,,
Hakan Yakin,26,2003-2004,2500000,,,,,,
Stepan Vachousek,23,2003-2004,2500000,,,,,,
Dejan Stefanovic,28,2003-2004,2500000,,,,,,
Ianis Zicu,19,2003-2004,2500000,,,,,,
Karel D'Haene,22,2003-2004,2500000,,,,,,
Zisis Vryzas,30,2003-2004,2500000,,,,,,
Thomas Christiansen,30,2003-2004,2500000,,,,,,
Sixto Peralta,24,2003-2004,2500000,,,,,,
Carlos Alberto,19,2003-2004,2500000,,,,,,
Jan Lastuvka,20,2003-2004,2500000,,,,,,
Leandro Romagnoli,23,2004-2005,2500000,,,,,,
Sergey Semak,28,2004-2005,2500000,,,,,,
Emile Mpenza,26,2004-2005,2500000,,,,,,
Ricardo Fuller,24,2004-2005,2500000,,,,,,
Adailton,21,2004-2005,2500000,,,,,,
Andreas Görlitz,22,2004-2005,2500000,,,,,,
Giorgi Demetradze,28,2004-2005,2500000,,,,,,
Lima,23,2004-2005,2500000,,,,,,
Mauro Rosales,23,2004-2005,2500000,,,,,,
Thiago Silva,20,2004-2005,2500000,,,,,,
Enzo Maresca,25,2005-2006,2500000,,,,,,
França,29,2005-2006,2500000,,,,,,
Luis Jiménez,21,2005-2006,2500000,,,,,,
Shinji Ono,26,2005-2006,2500000,,,,,,
Wesley Sonck,26,2005-2006,2500000,,,,,,
Thimothée Atouba,23,2005-2006,2500000,,,,,,
Nicolás Frutos,24,2005-2006,2500000,,,,,,
Lukas Zelenka,26,2005-2006,2500000,,,,,,
Nuno Espírito Santo,31,2005-2006,2500000,,,,,,
Takayuki Suzuki,29,2005-2006,2500000,,,,,,
Bakari Koné,23,2005-2006,2500000,,,,,,
Luciano Galletti,25,2005-2006,2500000,,,,,,
Nunes,28,2005-2006,2500000,,,,,,
Mark González,20,2005-2006,2500000,,,,,,
Ron Vlaar,20,2005-2006,2500000,,,,,,
Morten Skoubo,25,2005-2006,2500000,,,,,,
Jorge Luís,29,2005-2006,2500000,,,,,,
Bostjan Cesar,22,2005-2006,2500000,,,,,,
Quincy Owusu-Abeyie,19,2005-2006,2500000,,,,,,
Edixon Perea,21,2005-2006,2500000,,,,,,
Felipe,27,2005-2006,2500000,,,,,,
Marcelinho Paraíba,31,2006-2007,2500000,,,,,,
Modeste M'Bami,23,2006-2007,2500000,,,,,,
Kevin Kilbane,29,2006-2007,2500000,,,,,,
Angelos Charisteas,26,2006-2007,2500000,,,,,,
Luigi Pieroni,26,2006-2007,2500000,,,,,,
Federico Insúa,25,2005-2006,2480000,,,,,,
Marcelo Delgado,30,2003-2004,2450000,,,,,,
Júlio César,25,2004-2005,2450000,,,,,,
Cédric Roussel,23,2000-2001,2400000,,,,,,
Per Frandsen,30,2000-2001,2400000,,,,,,
Dennis Wise,34,2001-2002,2400000,,,,,,
Edgaras Jankauskas,28,2002-2003,2400000,,,,,,
Fabrizio Miccoli,25,2004-2005,2400000,,,,,,
Erik Hagen,29,2004-2005,2400000,,,,,,
Noé Pamarot,25,2004-2005,2400000,,,,,,
Cata Díaz,25,2004-2005,2400000,,,,,,
Naldo,22,2005-2006,2400000,,,,,,
Garry O'Connor,22,2005-2006,2400000,,,,,,
Jhon Viáfara,26,2005-2006,2400000,,,,,,
Luciano,24,2000-2001,2330000,,,,,,
Edgaras Jankauskas,25,2000-2001,2300000,,,,,,
Alan Mahon,22,2000-2001,2300000,,,,,,
Gustavo Nery,22,2000-2001,2300000,,,,,,
Ciriaco Sforza,30,2000-2001,2300000,,,,,,
Luís Boa Morte,23,2001-2002,2300000,,,,,,
Mark Wilson,22,2001-2002,2300000,,,,,,
Joonas Kolkka,26,2001-2002,2300000,,,,,,
Mbulelo Mabizela,22,2003-2004,2300000,,,,,,
Eyal Berkovic,31,2003-2004,2300000,,,,,,
Roger,26,2004-2005,2300000,,,,,,
Mathieu Berson,24,2004-2005,2300000,,,,,,
Marek Heinz,26,2004-2005,2300000,,,,,,
Lisandro López,22,2005-2006,2300000,,,,,,
Michael Brown,28,2005-2006,2300000,,,,,,
Sören Larsen,23,2005-2006,2300000,,,,,,
Bruno Basto,23,2001-2002,2280000,,,,,,
David Hopkin,30,2000-2001,2250000,,,,,,
Paul Robinson,21,2000-2001,2250000,,,,,,
Karel Poborsky,28,2000-2001,2250000,,,,,,
Rab Douglas,28,2000-2001,2250000,,,,,,
Erman Güracar,25,2000-2001,2250000,,,,,,
Trevor Benjamin,21,2000-2001,2250000,,,,,,
John Curtis,21,2000-2001,2250000,,,,,,
Mehdi Mahdavikia,23,2001-2002,2250000,,,,,,
Mate Bilic,20,2001-2002,2250000,,,,,,
Lucién Mettomo,24,2001-2002,2250000,,,,,,
Markus Weissenberger,26,2001-2002,2250000,,,,,,
Nathan Blake,29,2001-2002,2250000,,,,,,
Thomas Hengen,26,2001-2002,2250000,,,,,,
Edwin Zoetebier,31,2001-2002,2250000,,,,,,
Christian Negouai,23,2001-2002,2250000,,,,,,
Denis Lapaczinski,19,2001-2002,2250000,,,,,,
Mark Draper,30,2001-2002,2250000,,,,,,
Peter Crouch,20,2001-2002,2250000,,,,,,
David Thompson,24,2002-2003,2250000,,,,,,
Danny Higginbotham,24,2002-2003,2250000,,,,,,
Aliou Cissé,26,2002-2003,2250000,,,,,,
Ulrik Laursen,26,2002-2003,2250000,,,,,,
Magnus Hedman,29,2002-2003,2250000,,,,,,
Clayton Zane,24,2002-2003,2250000,,,,,,
Henri Camara,26,2003-2004,2250000,,,,,,
Silas,26,2003-2004,2250000,,,,,,
Tobias Rau,21,2003-2004,2250000,,,,,,
Maik Taylor,32,2003-2004,2250000,,,,,,
Robbie Blake,28,2004-2005,2250000,,,,,,
Richard Chaplow,20,2004-2005,2250000,,,,,,
Lomana LuaLua,23,2004-2005,2250000,,,,,,
Zoltán Gera,25,2004-2005,2250000,,,,,,
Fitz Hall,23,2004-2005,2250000,,,,,,
Morten Gamst Pedersen,22,2004-2005,2250000,,,,,,
Milos Krasic,19,2004-2005,2250000,,,,,,
Nolberto Solano,31,2005-2006,2250000,,,,,,
Paul Konchesky,24,2005-2006,2250000,,,,,,
Diomansy Kamara,24,2005-2006,2250000,,,,,,
Darren Carter,21,2005-2006,2250000,,,,,,
Marek Heinz,28,2005-2006,2250000,,,,,,
Damien Francis,26,2005-2006,2250000,,,,,,
John Welsh,21,2005-2006,2250000,,,,,,
Danny Dichio,26,2001-2002,2240000,,,,,,
Joachim Björklund,30,2001-2002,2230000,,,,,,
Ricardo,30,2002-2003,2230000,,,,,,
Chris Riggott,22,2002-2003,2230000,,,,,,
Stefan Postma,26,2002-2003,2230000,,,,,,
Amdy Fayé,26,2003-2004,2230000,,,,,,
Neil McCann,29,2003-2004,2230000,,,,,,
Peter Lövenkrands,20,2000-2001,2200000,,,,,,
Ivica Dragutinovic,24,2000-2001,2200000,,,,,,
Fredrik Berglund,22,2001-2002,2200000,,,,,,
Pieter Collen,21,2001-2002,2200000,,,,,,
Rade Prica,22,2002-2003,2200000,,,,,,
Christoph Preuß,21,2002-2003,2200000,,,,,,
Léo Lima,21,2003-2004,2200000,,,,,,
Emmanuel Eboué,21,2004-2005,2200000,,,,,,
Sergio Almirón,23,2004-2005,2200000,,,,,,
Vladimir Manchev,26,2004-2005,2200000,,,,,,
Tim Cahill,24,2004-2005,2200000,,,,,,
Gustavo Nery,27,2005-2006,2200000,,,,,,
Adam Virgo,22,2005-2006,2200000,,,,,,
Adolfo Bautista,24,2003-2004,2150000,,,,,,
Francesc Arnau,25,2000-2001,2100000,,,,,,
Bernt Haas,22,2000-2001,2100000,,,,,,
Pascal Ojigwe,23,2000-2001,2100000,,,,,,
Chris Makin,27,2000-2001,2100000,,,,,,
Frank Verlaat,32,2000-2001,2100000,,,,,,
Ashley Ward,29,2000-2001,2100000,,,,,,
Lorenzo Amoruso,32,2003-2004,2100000,,,,,,
Jason Roberts,25,2003-2004,2100000,,,,,,
Srdjan Stanic,21,2003-2004,2100000,,,,,,
Adriano,20,2004-2005,2100000,,,,,,
Ivica Dragutinovic,29,2005-2006,2100000,,,,,,
David Healy,21,2000-2001,2000000,,,,,,
Georgi Peev,21,2000-2001,2000000,,,,,,
Hervé Tum,21,2000-2001,2000000,,,,,,
Goran Gavrancic,22,2000-2001,2000000,,,,,,
Elvir Bolic,28,2000-2001,2000000,,,,,,
Aleksandr Panov,24,2000-2001,2000000,,,,,,
Marzouq Al-Otaibi,0,2000-2001,2000000,,,,,,
Espen Baardsen,22,2000-2001,2000000,,,,,,
Yann Lachuer,28,2001-2002,2000000,,,,,,
Nenad Jestrovic,25,2001-2002,2000000,,,,,,
Mbo Mpenza,25,2001-2002,2000000,,,,,,
Andrés Fleurquín,26,2001-2002,2000000,,,,,,
Johan Walem,29,2001-2002,2000000,,,,,,
Yobanny Rivero,20,2001-2002,2000000,,,,,,
Claudio Taffarel,35,2001-2002,2000000,,,,,,
Marc Wilmots,32,2001-2002,2000000,,,,,,
Gheorghe Popescu,33,2001-2002,2000000,,,,,,
Winston Parks,19,2001-2002,2000000,,,,,,
Paulo Ferreira,23,2002-2003,2000000,,,,,,
Olivier Thomert,22,2002-2003,2000000,,,,,,
Ümit Davala,28,2002-2003,2000000,,,,,,
Gustavo Varela,24,2002-2003,2000000,,,,,,
Hanno Balitsch,21,2002-2003,2000000,,,,,,
René-Salomon Olembé,21,2002-2003,2000000,,,,,,
Kemal Aslan,21,2002-2003,2000000,,,,,,
Julio Hernán Rossi,25,2002-2003,2000000,,,,,,
Boris Smiljanic,25,2002-2003,2000000,,,,,,
Sixto Peralta,23,2002-2003,2000000,,,,,,
Aleksandar Rankovic,23,2002-2003,2000000,,,,,,
Sergio Hellings,17,2002-2003,2000000,,,,,,
Mazhar Abdelrahman,25,2002-2003,2000000,,,,,,
Matthew Clarke,28,2002-2003,2000000,,,,,,
Shunsuke Nakamura,24,2002-2003,2000000,,,,,,
Danny,18,2002-2003,2000000,,,,,,
Luis Jiménez,18,2002-2003,2000000,,,,,,
Bobby Zamora,22,2003-2004,2000000,,,,,,
Guillermo Pereyra,23,2003-2004,2000000,,,,,,
Luca Antonini,20,2003-2004,2000000,,,,,,
Emile Mpenza,25,2003-2004,2000000,,,,,,
Nolberto Solano,29,2003-2004,2000000,,,,,,
Ricardinho,27,2003-2004,2000000,,,,,,
Evgeni Aldonin,23,2003-2004,2000000,,,,,,
Maris Verpakovskis,24,2003-2004,2000000,,,,,,
Jody Craddock,27,2003-2004,2000000,,,,,,
Marcelinho Carioca,32,2003-2004,2000000,,,,,,
Emanuel Centurión,20,2003-2004,2000000,,,,,,
Óscar Córdoba,33,2003-2004,2000000,,,,,,
Fabiano Rossato,25,2003-2004,2000000,,,,,,
Jean Carlos,19,2003-2004,2000000,,,,,,
Nicola Pozzi,17,2003-2004,2000000,,,,,,
Gabriel Tamas,19,2003-2004,2000000,,,,,,
Kléber,20,2003-2004,2000000,,,,,,
Yaya Touré,20,2003-2004,2000000,,,,,,
Jesper Grönkjaer,27,2004-2005,2000000,,,,,,
Sonny Anderson,34,2004-2005,2000000,,,,,,
Chong-gug Song,25,2004-2005,2000000,,,,,,
Luís Loureiro,28,2004-2005,2000000,,,,,,
Leandro,25,2004-2005,2000000,,,,,,
Sebastian Mila,22,2004-2005,2000000,,,,,,
Léo Lima,22,2004-2005,2000000,,,,,,
Aleksey Bugaev,23,2004-2005,2000000,,,,,,
Paulo Assunção,24,2004-2005,2000000,,,,,,
Jussiê,21,2004-2005,2000000,,,,,,
Kevin Hofland,25,2004-2005,2000000,,,,,,
Juan Carlos Cacho,22,2004-2005,2000000,,,,,,
Marco Caneira,25,2004-2005,2000000,,,,,,
Vahid Hashemian,27,2004-2005,2000000,,,,,,
Seyi Olofinjana,24,2004-2005,2000000,,,,,,
Erik Edman,25,2004-2005,2000000,,,,,,
Weldon,23,2004-2005,2000000,,,,,,
Rodolfo,21,2004-2005,2000000,,,,,,
Serkan Balci,20,2004-2005,2000000,,,,,,
Davide Carrus,25,2004-2005,2000000,,,,,,
DaMarcus Beasley,22,2004-2005,2000000,,,,,,
Pepe,21,2004-2005,2000000,,,,,,
Santiago Solari,28,2005-2006,2000000,,,,,,
Nuno Valente,30,2005-2006,2000000,,,,,,
Young-pyo Lee,28,2005-2006,2000000,,,,,,
Rabiu Afolabi,25,2005-2006,2000000,,,,,,
Tomasz Frankowski,31,2005-2006,2000000,,,,,,
Patrick Owomoyela,25,2005-2006,2000000,,,,,,
João Alves,24,2005-2006,2000000,,,,,,
Sébastien Mazure,26,2005-2006,2000000,,,,,,
Sasa Ilic,27,2005-2006,2000000,,,,,,
Miguel Ángel,26,2005-2006,2000000,,,,,,
Chun-soo Lee,23,2005-2006,2000000,,,,,,
Martin Kamburov,25,2005-2006,2000000,,,,,,
Javier Arizmendi,21,2005-2006,2000000,,,,,,
Marián Had,23,2005-2006,2000000,,,,,,
Martin Andresen,28,2005-2006,2000000,,,,,,
Eldin Jakupovic,21,2005-2006,2000000,,,,,,
Anthony Seric,26,2005-2006,2000000,,,,,,
Danny Gabbidon,25,2005-2006,2000000,,,,,,
James Collins,21,2005-2006,2000000,,,,,,
Júan,23,2005-2006,2000000,,,,,,
Heidar Helguson,27,2005-2006,2000000,,,,,,
Pavel Pogrebnyak,22,2005-2006,2000000,,,,,,
Ben Foster,22,2005-2006,2000000,,,,,,
Denis Kolodin,23,2005-2006,2000000,,,,,,
Borges,25,2005-2006,2000000,,,,,,
Ognjen Koroman,26,2005-2006,2000000,,,,,,
Daniel Bilos,24,2005-2006,2000000,,,,,,
Mads Junker,24,2005-2006,2000000,,,,,,
Tugay Kerimoglu,30,2001-2002,1950000,,,,,,
Ulrich Le Pen,27,2001-2002,1950000,,,,,,
Slavisa Jokanovic,32,2000-2001,1900000,,,,,,
José Amavisca,29,2000-2001,1900000,,,,,,
Ivica Banovic,19,2000-2001,1900000,,,,,,
Davide Possanzini,28,2004-2005,1900000,,,,,,
Claus Jensen,27,2004-2005,1900000,,,,,,
Tommy Berntsen,27,2000-2001,1880000,,,,,,
Robbie Savage,27,2002-2003,1880000,,,,,,
Espen Baardsen,25,2002-2003,1880000,,,,,,
Jon Stead,20,2003-2004,1880000,,,,,,
Patricio Camps,28,2000-2001,1850000,,,,,,
Jamie Clapham,27,2002-2003,1850000,,,,,,
Brett Emerton,21,2000-2001,1800000,,,,,,
Sergej Barbarez,28,2000-2001,1800000,,,,,,
Radek Bejbl,27,2000-2001,1800000,,,,,,
Robin Nelisse,22,2000-2001,1800000,,,,,,
Yago Yao,21,2000-2001,1800000,,,,,,
Papa Bouba Diop,23,2001-2002,1800000,,,,,,
Nathan Ellington,20,2001-2002,1800000,,,,,,
Adékambi Olufadé,21,2001-2002,1800000,,,,,,
John Aloisi,25,2001-2002,1800000,,,,,,
Thomas Gaardsöe,22,2001-2002,1800000,,,,,,
Arne Friedrich,23,2002-2003,1800000,,,,,,
Christian,27,2002-2003,1800000,,,,,,
Sigurd Rushfeldt,29,2002-2003,1800000,,,,,,
Winston Parks,21,2002-2003,1800000,,,,,,
Vratislav Gresko,25,2003-2004,1800000,,,,,,
Moumouni Dagano,22,2003-2004,1800000,,,,,,
Goran Sablic,24,2003-2004,1800000,,,,,,
Valdo,22,2003-2004,1800000,,,,,,
Cata Díaz,24,2003-2004,1800000,,,,,,
Hamit Altintop,20,2003-2004,1800000,,,,,,
Emiliano Moretti,22,2003-2004,1800000,,,,,,
Andreas Jakobsson,32,2004-2005,1800000,,,,,,
Damian Gorawski,26,2004-2005,1800000,,,,,,
Ki-hyeon Seol,25,2004-2005,1800000,,,,,,
Serghei Covalciuc,22,2004-2005,1800000,,,,,,
Marcel,23,2004-2005,1800000,,,,,,
Sixto Peralta,25,2004-2005,1800000,,,,,,
Calum Davenport,21,2004-2005,1800000,,,,,,
Ibson,21,2004-2005,1800000,,,,,,
James McFadden,20,2003-2004,1750000,,,,,,
Salvador Carmona,28,2003-2004,1750000,,,,,,
Florin Bratu,23,2003-2004,1750000,,,,,,
Mladen Petric,23,2004-2005,1750000,,,,,,
Azar Karadas,22,2004-2005,1750000,,,,,,
Jonathan Greening,25,2004-2005,1750000,,,,,,
Hüseyin Cimsir,23,2002-2003,1700000,,,,,,
Önder Turaci,22,2004-2005,1700000,,,,,,
Pedro Benítez,23,2004-2005,1700000,,,,,,
Andreas Isaksson,22,2004-2005,1700000,,,,,,
Juan Fernández,22,2002-2003,1650000,,,,,,
Laurent Batlles,28,2003-2004,1650000,,,,,,
Álvaro Santos,23,2003-2004,1650000,,,,,,
Moisés Moura,24,2003-2004,1600000,,,,,,
Hakan Yakin,26,2003-2004,1600000,,,,,,
Hakan Yakin,26,2003-2004,1600000,,,,,,
Ian Pearce,29,2003-2004,1600000,,,,,,
Martin Taylor,24,2003-2004,1600000,,,,,,
Rudi Skácel,24,2003-2004,1600000,,,,,,
Maksim Romashchenko,28,2004-2005,1600000,,,,,,
Tobias Linderoth,25,2004-2005,1600000,,,,,,
Dragan Mladenovic,28,2004-2005,1600000,,,,,,
Pablo Guiñazú,25,2003-2004,1530000,,,,,,
Massimo Oddo,26,2002-2003,1500000,,,,,,
Alex Frei,23,2002-2003,1500000,,,,,,
Clemens Fritz,21,2002-2003,1500000,,,,,,
Marco Caneira,23,2002-2003,1500000,,,,,,
Riadh Bouazizi,29,2002-2003,1500000,,,,,,
Adrian Ilie,28,2002-2003,1500000,,,,,,
Vladislav Radimov,27,2002-2003,1500000,,,,,,
Cyril Jeunechamp,27,2002-2003,1500000,,,,,,
Washington,27,2002-2003,1500000,,,,,,
Andy Todd,27,2002-2003,1500000,,,,,,
Darren Ambrose,19,2002-2003,1500000,,,,,,
Nicolás Pavlovich,24,2002-2003,1500000,,,,,,
Sebastián Pardo,21,2002-2003,1500000,,,,,,
Cyril Domoraud,30,2002-2003,1500000,,,,,,
David Fernández,26,2002-2003,1500000,,,,,,
Luis Perea,24,2003-2004,1500000,,,,,,
Tore André Flo,30,2003-2004,1500000,,,,,,
Denis Kolodin,21,2003-2004,1500000,,,,,,
Hossam Ghaly,21,2003-2004,1500000,,,,,,
Tolga Seyhan,26,2003-2004,1500000,,,,,,
Vaclav Sverkos,19,2003-2004,1500000,,,,,,
Matías Vuoso,21,2003-2004,1500000,,,,,,
César Prates,28,2003-2004,1500000,,,,,,
Cédric Barbosa,27,2003-2004,1500000,,,,,,
Claudiu Raducanu,27,2003-2004,1500000,,,,,,
Mikhail Ashvetia,25,2003-2004,1500000,,,,,,
Maciel,25,2003-2004,1500000,,,,,,
Mehmet Yozgatli,24,2003-2004,1500000,,,,,,
Paul Bosvelt,33,2003-2004,1500000,,,,,,
Geoff Horsfield,29,2003-2004,1500000,,,,,,
Geoff Horsfield,30,2003-2004,1500000,,,,,,
Fábio Júnior,26,2003-2004,1500000,,,,,,
Selcuk Sahin,22,2003-2004,1500000,,,,,,
César Delgado,21,2003-2004,1500000,,,,,,
Sergey Kornilenko,20,2003-2004,1500000,,,,,,
Lee Martin,16,2003-2004,1500000,,,,,,
Alejandro Domínguez,22,2003-2004,1500000,,,,,,
Paul Kpaka,21,2003-2004,1500000,,,,,,
